name,matched_name,match_score,height,preferred_foot
Carlos Kameni,carlos kameni,100.0,186.0,right
Pedro Lopez,pedro,90.0,180.0,right
Jorge Lopez,,0.0,,
Borja Fernandez,borja ferna!ndez,96.7741935483871,189.0,right
Francis,francis,100.0,178.0,right
Adrian Gonzalez,adria!n gonza!lez,93.75,184.0,left
Riki,riki,100.0,187.0,left
Miguel Angel Moya,miguel angel moya!,97.14285714285714,189.0,right
Jacobo,jacobo rama3n,90.0,188.0,
Fernando Navarro,fernando navarro,100.0,176.0,left
Daniel Parejo,dani parejo,91.66666666666666,182.0,right
Joseba Llorente,joseba llorente,100.0,185.0,right
Gurpegi,,0.0,,
Victor Casadesus,victor,90.0,178.0,right
Moises Hurtado,,0.0,,
Luis Perea,luis perea,100.0,191.0,right
Casquero,,0.0,,
Leonardo Borzani,leonardo,90.0,188.0,left
Haris Medunjanin,haris medunjanin,100.0,188.0,left
David de Gea,david de gea,100.0,192.0,right
Juanfran,juanfran,100.0,182.0,left
Cleber Santana,,0.0,,
Raul Carnero,,0.0,,
Fabian Canobbio,,0.0,,
Aranda,ascar aranda,90.0,181.0,right
Tomas Ujfalusi,tomas ujfalusi,100.0,,
Iker Muniain,iker muniain,100.0,169.0,right
Damian Escudero,,0.0,,
Manuel Torres,manuel torres,100.0,175.0,right
Juan Pablo,pablo,90.0,188.0,right
Ariel Ibagaza,ariel ibagaza,100.0,166.0,right
Aitor Ocio,,0.0,,
Dani Toribio,dani,90.0,183.0,right
Fernando Amorebieta,fernando amorebieta,100.0,191.0,left
David Rochela,,0.0,,
Mikel Alonso,,0.0,,
Gustavo Munua,gustavo,90.0,188.0,right
Ruben Baraja,,0.0,,
Oier,oier zarraga,90.0,175.0,right
Fabio Celestini,,0.0,,
Sebastien Squillaci,,0.0,,
Pablo Orbaiz,pablo orbaiz,100.0,179.0,right
Juan Angel Albin,,0.0,,
Diego Camacho,,0.0,,
Sergio,sergio bermejo,90.0,170.0,left
Edmilson,edmilson cambila,90.0,183.0,right
Josemi,josemi,100.0,183.0,right
Eduardo Salvio,eduardo salvio,100.0,173.0,right
Fernando,fernando,100.0,192.0,right
Juan Carrizo,,0.0,,
Marcos,marcos,100.0,182.0,right
Jose Crespo,,0.0,,
Royston Ricky Drenthe,royston drenthe,95.0,167.0,left
Alex Bergantinos,berg,90.0,174.0,both
Luis Moran,,0.0,,
Victor Obinna,victor obinna,100.0,,
Diego Lopez,diego lopes,90.9090909090909,171.0,both
Romaric,romaric,100.0,187.0,left
Oriol,oriol rey,90.0,180.0,left
Fabian Orellana,fabia!n orellana,96.7741935483871,168.0,right
Miguel Torres,miguel torres,100.0,184.0,right
Nikola Zigic,nikola zizic,91.66666666666666,193.0,right
Aythami Artiles,aythami artiles,100.0,185.0,right
Tono,,0.0,,
Ander Iturraspe,ander iturraspe,100.0,187.0,right
Momo,momo,100.0,178.0,left
Raul Garcia,garcia,90.0,175.0,right
Alexis Ruano,alexis ruano,100.0,183.0,right
Abel Aguilar,abel aguilar,100.0,185.0,right
Corona,coronas,92.3076923076923,178.0,right
Jesus Mendoza,,0.0,,
Ricardo,ricardo,100.0,187.0,left
Emiliano Armenteros,emiliano armenteros,100.0,178.0,left
Sidi Keita,,0.0,,
Sergio Alvarez,sergio alvarez,100.0,179.0,right
Adrian Colunga,adria!n colunga,96.55172413793103,172.0,right
Mane,jovan manev,90.0,185.0,right
Ivan Hernandez,,0.0,,
Juan Valera,juan valera,100.0,184.0,right
Justo Villar,,0.0,,
Maxi Rodriguez,,0.0,,
Leandro Gioda,,0.0,,
Valdo,valdo,100.0,184.0,right
Josetxo,,0.0,,
David Barral,david barral,100.0,180.0,right
Rafael Marquez,rafael marques,92.85714285714286,187.0,right
Juan Forlin,juan forlan,90.9090909090909,180.0,right
Carlos Bellvis,carlos bellvas,92.85714285714286,170.0,left
Pablo Pinillos,pablo,90.0,188.0,right
Daniel Kome,dani,90.0,183.0,right
Javier Baraja,javier baraja,100.0,179.0,right
Joel Johnson,joe johnson,95.65217391304348,180.0,left
Robert Pires,robert,90.0,174.0,right
Jeffren Suarez,,0.0,,
Raul Goni,,0.0,,
Mateo Musacchio,mateo musacchio,100.0,182.0,right
Jermaine Pennant,jermaine pennant,100.0,173.0,right
David Cortes,,0.0,,
Dmytro Chygrynskiy,dmytro chygrynskyi,94.44444444444444,189.0,right
Sergio Aragoneses,,0.0,,
Diego Capel,diego capel,100.0,173.0,left
Ivan Obradovic,ivan obradovic,100.0,181.0,left
Krisztian Vadocz,,0.0,,
Alvaro Dominguez,alvaro domanguez,93.75,,
David Prieto,,0.0,,
Fernando Marques,fernando,90.0,192.0,right
Cristian Portilla,cristian,90.0,183.0,right
Angel Lafita,angel lafita,100.0,188.0,right
Laure,laure,100.0,171.0,right
Roberto Jimenez,roberto,90.0,192.0,right
Nasief Morris,,0.0,,
Marius Stankevicius,marius stankevicius,100.0,190.0,right
Raul Baena,,0.0,,
Pierre Webo,,0.0,,
Juanito,juanito,100.0,187.0,right
Jaime Gavilan,jaime gavila!n,96.2962962962963,178.0,left
Juan Carlos Valeron,juan carlos valera3n,92.3076923076923,186.0,right
Apono,,0.0,,
David Fuster,david fuster,100.0,177.0,right
Antonio Tomas,antonio toma!s,96.2962962962963,179.0,right
Rafael Sastre,,0.0,,
Fernando Varela,fernando varela,100.0,185.0,right
Michel,michel,100.0,182.0,left
Juanma Ortiz,juanma ortiz,100.0,179.0,right
Mahamadou Diarra,mahamadou diarra,100.0,182.0,right
Selim Benachour,,0.0,,
Raul,raul rusescu,90.0,181.0,right
Javier Paredes,javier paredes,100.0,177.0,left
Javier Lopez Vallejo,,0.0,,
Carlos Calvo,carlos calvo,100.0,174.0,right
Ivan Bolado,,0.0,,
Oscar De Marcos,ascar de marcos,93.33333333333333,182.0,right
Xavi Torres,xavi torres,100.0,179.0,right
Masoud Shojaei,masoud shojaei,100.0,187.0,right
Ivan Alonso,ivan,90.0,176.0,left
David Lopez,,0.0,,
Pablo Ibanez,pablo,90.0,188.0,right
Juan Dominguez,juan domanguez,92.85714285714286,181.0,right
Nabil Baha,,0.0,,
Juan Luis Redondo,,0.0,,
Vicente,vicente,100.0,163.0,right
Pedro Rios,pedro,90.0,180.0,right
Pablo Alvarez,pablo alvarez,100.0,177.0,right
Oscar Serrano,ascar serrano,92.3076923076923,178.0,left
Hector Font,,0.0,,
Sebastian Eguren,,0.0,,
Leandro Cabrera,leandro cabrera,100.0,190.0,left
Toni Moral,toni moral,100.0,177.0,left
Mate Bilic,,0.0,,
Laszlo Sepsi,,0.0,,
Adrian Lopez,,0.0,,
Esteban,esteban,100.0,177.0,both
Roberto Ayala,roberto,90.0,192.0,right
Richi,gocha gogrichiani,90.0,175.0,left
Jonathan Sesma,,0.0,,
Carlos Lazaro,,0.0,,
Keko,keko gonta!n,90.0,174.0,right
Hedwiges Maduro,hedwiges maduro,100.0,188.0,right
Fabian Vargas,,0.0,,
Aldo Duscher,,0.0,,
Lolo,lolo,100.0,182.0,right
Mista,,0.0,,
Miguel Angel Nieto,miguel,90.0,174.0,right
Marquitos,,0.0,,
Ignacio Camacho,ignacio camacho,100.0,182.0,right
Vicente Moreno,vicente,90.0,163.0,right
Omar Ramos,omar ramos,100.0,176.0,left
Diego Seoane,diego seoane,100.0,181.0,right
Shunsuke Nakamura,,0.0,,
Albert Luque,,0.0,,
Bueno,vitor bueno,90.0,185.0,right
Edinho,edinho,100.0,182.0,right
Ze Castro,castro,90.0,183.0,right
Piscu,,0.0,,
Florent Sinama-Pongolle,florent sinama-pongolle,100.0,176.0,right
Lassad,,0.0,,
Carmelo,,0.0,,
Ewerthon,ewerton,93.33333333333333,188.0,left
Ikechukwu Uche,ikechukwu uche,100.0,174.0,right
Francisco Maldonado,francis,90.0,178.0,right
Henok Goitom,henok goitom,100.0,189.0,right
Aitor Nunez,,0.0,,
Ibrahima Balde,ibrahima balde,100.0,188.0,right
Dinei,,0.0,,
Daniel Orozco,,0.0,,
Bruno China,bruno china,100.0,182.0,right
Manuel Fernandes,manuel fernandes,100.0,176.0,right
Milan Smiljanic,milan smiljanic,100.0,183.0,right
Ivan Perez,ivan,90.0,176.0,left
Coro,,0.0,,
Ruper,,0.0,,
Marko Babic,marko bakic,90.9090909090909,186.0,right
Alexandre Geijo,,0.0,,
Javi Varas,javi varas,100.0,182.0,right
Luis Garcia,luis garcaa,90.9090909090909,178.0,right
Ortiz Bernal,,0.0,,
Luis Prieto,,0.0,,
Xisco,xisco,100.0,188.0,right
Chori Dominguez,,0.0,,
Jordi Amat,jordi amat,100.0,185.0,right
Etxeberria,markel etxeberria,90.0,178.0,right
Matilla,javier matilla,90.0,178.0,right
Kike Mateo,,0.0,,
Emilio Viqueira,,0.0,,
Dady,,0.0,,
Antonito,nito,90.0,184.0,right
Moraton,morato,92.3076923076923,192.0,left
Sergio Matabuena,,0.0,,
Jose Carlos Fernandez,,0.0,,
Victor Laguardia,vactor laguardia,93.75,183.0,right
Ben Sahar,ben sahar,100.0,180.0,right
Abel Gomez,,0.0,,
David Rodriguez,david rodraguez,93.33333333333333,179.0,right
Ivan Javier Cuadrado,,0.0,,
Alhassane Keita,alhassane keita,100.0,183.0,right
Koke,koke,100.0,176.0,right
Rodolfo Bodipo,rodolfo bodipo,100.0,184.0,right
Javier Calleja,,0.0,,
Edu Ramos,edu ramos,100.0,177.0,right
Joel Robles,joel robles,100.0,194.0,right
Garcia Pedro,garcia,90.0,175.0,right
Paulo Pezzolano,,0.0,,
David Anon,,0.0,,
Arouna Kone,,0.0,,
Ivan De la Pena,,0.0,,
Inigo Diaz de Cerio,,0.0,,
Jorge Galan,jorge,90.0,184.0,left
Matias Alustiza,,0.0,,
Giancarlo Maldonado,,0.0,,
Lautaro Acosta,,0.0,,
Marco Ruben,marco ruben,100.0,179.0,right
Angel Rodriguez,angel rodraguez,93.33333333333333,171.0,right
Jonathan Pereira,jonathan pereira,100.0,167.0,right
Raul Tamudo,,0.0,,
Marcos Landeira,,0.0,,
Juanmi,juanmi,100.0,172.0,right
Raul Navas,,0.0,,
Kiko Olivas,kiko olivas,100.0,184.0,right
John Heitinga,johnny heitinga,92.85714285714286,180.0,right
Mario Fernandez,mario ferna!ndez,96.7741935483871,185.0,right
Lionel Messi,lionel messi,100.0,170.0,left
Cristiano Ronaldo,cristiano ronaldo,100.0,187.0,right
Marc Bartra,marc bartra,100.0,184.0,right
Andres Iniesta,,0.0,,
Marcelo,marcelo,100.0,174.0,left
Gabi,gabi,100.0,181.0,right
Dani Alves,dani alves,100.0,172.0,right
Raul,raul rusescu,90.0,181.0,right
Jose Antonio Reyes,,0.0,,
Xavi,xavi,100.0,169.0,right
Raul Fernandez,,0.0,,
Ivan Rakitic,ivan rakitic,100.0,184.0,right
Gonzalo Higuain,gonzalo higuaan,93.33333333333333,184.0,right
Xabi Alonso,xabi alonso,100.0,183.0,right
Angel Di Maria,angel di maraa,92.85714285714286,178.0,left
Alvaro Cejudo,alvaro cejudo,100.0,176.0,right
Bruno Soriano,bruno soriano,100.0,184.0,left
Giuseppe Rossi,giuseppe rossi,100.0,173.0,left
Mesut Ozil,mesut azil,90.0,180.0,left
Javi Martinez,javi martanez,92.3076923076923,189.0,right
Santi Cazorla,santi cazorla,100.0,168.0,both
Sergio Aguero,,0.0,,
Julio Baptista,,0.0,,
Sergio Busquets,sergio busquets,100.0,189.0,right
Sergio Ramos,sergio ramos,100.0,184.0,right
Sergio,sergio bermejo,90.0,170.0,left
David Villa,david villa,100.0,174.0,both
Kaka,otar kakabadze,90.0,186.0,right
Xabi Prieto,xabi prieto,100.0,187.0,right
Duda,duda,100.0,175.0,left
Pedro,pedro,100.0,180.0,right
Pepe,pepe,100.0,187.0,right
Simao,,0.0,,
Farinos,ari,90.0,180.0,both
Cote,cote,100.0,182.0,left
Weligton,weligton,100.0,186.0,left
Jiri Jarosik,,0.0,,
Fernando Llorente,fernando llorente,100.0,195.0,right
Angel,rangel,90.9090909090909,185.0,right
Martin Demichelis,martan demichelis,94.11764705882352,184.0,right
Manolo Reina,manolo reina,100.0,186.0,right
Diego Perotti,diego perotti,100.0,179.0,right
Tiago,thiago,90.9090909090909,171.0,right
Ruben Perez,,0.0,,
Diego Castro,diego castro,100.0,174.0,right
Jesus Navas,,0.0,,
Lassana Diarra,lassana diarra,100.0,173.0,right
Alvaro Negredo,alvaro negredo,100.0,186.0,left
Derek Boateng,derek boateng,100.0,,
Joaquin,joaquin seys,90.0,178.0,left
Javad Nekounam,,0.0,,
Carles Puyol,carles puyol,100.0,178.0,right
Juan Mata,juan mata,100.0,170.0,left
Carlos Kameni,carlos kameni,100.0,186.0,right
Paco Pena,,0.0,,
Didac Vila,dadac vila,90.0,185.0,left
Willy Caballero,willy caballero,100.0,186.0,right
Mohamed Sarr,mohamed sarr,100.0,186.0,right
Thiago,thiago,100.0,171.0,right
Alberto Lora,alberto lora,100.0,164.0,right
Nacho Monreal,nacho monreal,100.0,179.0,left
Diego Alves,diego alves,100.0,187.0,left
Antonio Luna,antonio luna,100.0,178.0,left
Alvaro Arbeloa,alvaro arbeloa,100.0,184.0,right
Cesar,cesare casadei,90.0,192.0,right
Karim Benzema,karim benzema,100.0,185.0,right
Masoud Shojaei,masoud shojaei,100.0,187.0,right
Ander Herrera,ander herrera,100.0,182.0,right
Apono,,0.0,,
David Lopez,,0.0,,
Jesus Gamez,,0.0,,
Eric Abidal,aric abidal,90.9090909090909,186.0,left
Jeremy Mathieu,,0.0,,
Borja Valero,borja valero,100.0,175.0,right
Daniel Aranzubia,daniel aranzubia,100.0,184.0,right
Ever Banega,aver banega,90.9090909090909,174.0,right
Edson Ratinho,,0.0,,
Eliseu,eliseu,100.0,176.0,left
Nacho Cases,nacho cases,100.0,175.0,left
Alberto Rivera,alberto rivera,100.0,167.0,both
Daniel Parejo,dani parejo,91.66666666666666,182.0,right
Ivan Ramis,iva!n ramis,95.23809523809523,189.0,right
Royston Ricky Drenthe,royston drenthe,95.0,167.0,left
Diego Godin,diego godan,90.9090909090909,187.0,right
Carlos Marchena,carlos marchena,100.0,182.0,right
Jonathan de Guzman,jonathan de guzma!n,97.2972972972973,173.0,right
Leonardo Ponzio,leonardo,90.0,188.0,left
Diego Colotto,diego colotto,100.0,184.0,right
Frederic Kanoute,,0.0,,
Fernando Navarro,fernando navarro,100.0,176.0,left
Bolano,,0.0,,
Nilmar,,0.0,,
Sergi Roberto,sergi roberto,100.0,178.0,right
Diego Rivas,diego,90.0,173.0,right
Juanfran,juanfran,100.0,182.0,left
Henrique,henrique,100.0,189.0,right
Tono,,0.0,,
Vicente Iborra,vicente iborra,100.0,190.0,right
Roberto Soldado,roberto soldado,100.0,180.0,right
Abdoulay Konko,abdoulay konko,100.0,184.0,right
Gerard Pique,,0.0,,
Salomon Rondon,,0.0,,
Gonzalo Colsa,,0.0,,
Gaizka Toquero,gaizka toquero,100.0,182.0,right
Luis Fabiano,fabiano,90.0,197.0,right
Ricardo Carvalho,ricardo carvalho,100.0,182.0,right
Asier Del Horno,,0.0,,
Filipe Luis,filipe luas,90.9090909090909,182.0,left
Javi Marquez,javi ma!rquez,96.0,179.0,left
Cani,cani,100.0,178.0,right
Ivan Hernandez,,0.0,,
Antoine Griezmann,antoine griezmann,100.0,176.0,left
Juanfran,juanfran,100.0,182.0,left
Ricardo,ricardo,100.0,187.0,left
Andreu Fontas,andreu fonta s,96.2962962962963,186.0,left
Ekiza,borja ekiza,90.0,182.0,right
Carlos Martinez,carlos martanez,93.33333333333333,189.0,right
Cata Diaz,,0.0,,
Manuel Pablo,manuel pablo,100.0,177.0,right
Pierre Webo,,0.0,,
Sami Khedira,sami khedira,100.0,189.0,right
Juanlu,juanlu,100.0,172.0,left
Alberto Lopo,alberto lopo,100.0,186.0,right
Marius Stankevicius,marius stankevicius,100.0,190.0,right
Iker Muniain,iker muniain,100.0,169.0,right
Mario Gaspar,mario gaspar,100.0,180.0,right
Gonzalo Rodriguez,gonzalo rodraguez,94.11764705882352,182.0,right
Adriano,adriano,100.0,172.0,both
Alberto Costa,alberto costa,100.0,186.0,right
Kevin Garcia Martinez,,0.0,,
Pablo Hernandez,pablo herna!ndez,96.7741935483871,173.0,right
Sergio Sanchez,sergio sa!nchez,96.55172413793103,185.0,right
Jaime Gavilan,jaime gavila!n,96.2962962962963,178.0,left
Javier Camunas,,0.0,,
Daniel Osvaldo,daniel osvaldo,100.0,182.0,right
Martin Caceres,,0.0,,
Abel Aguilar,abel aguilar,100.0,185.0,right
Federico Fazio,federico fazio,100.0,195.0,right
David Cortes,,0.0,,
Gary Medel,gary medel,100.0,171.0,right
Juan Calatayud,juan calatayud,100.0,191.0,right
Jose Callejon,,0.0,,
Javi Varas,javi varas,100.0,182.0,right
Javier Mascherano,javier mascherano,100.0,174.0,right
Miguel De las Cuevas,miguel de las cuevas,100.0,175.0,right
Kennedy,kenedy,92.3076923076923,180.0,left
Miguel Angel Moya,miguel angel moya!,97.14285714285714,189.0,right
Claudio Bravo,claudio bravo,100.0,184.0,right
Koikili,,0.0,,
Pablo Piatti,pablo piatti,100.0,163.0,left
Victor Sanchez,,0.0,,
Marti,ivan martic,90.0,183.0,right
Luis Garcia,luis garcaa,90.9090909090909,178.0,right
Ivan Marcano,iva!n marcano,96.0,189.0,left
Vicente Guaita,vicente guaita,100.0,190.0,right
Ricardo Costa,ricardo costa,100.0,184.0,right
Francis,francis,100.0,178.0,right
David de Gea,david de gea,100.0,192.0,right
Piet Velthuizen,piet velthuizen,100.0,189.0,right
Paulo Da Silva,,0.0,,
Marc Torrejon,,0.0,,
Pedro Rios,pedro,90.0,180.0,right
Ivan Cuellar,ivan,90.0,176.0,left
Aritz Aduriz,aritz aduriz,100.0,181.0,right
Pau Cendros,,0.0,,
Ivan Obradovic,ivan obradovic,100.0,181.0,left
Joan Capdevila,joan capdevila,100.0,182.0,left
Francisco Punal,francis,90.0,178.0,right
Javier Paredes,javier paredes,100.0,177.0,left
Maxwell,maxwell,100.0,176.0,left
Victor Valdes,,0.0,,
Emmanuel Adebayor,emmanuel adebayor,100.0,192.0,right
Roberto Canella,roberto canella,100.0,179.0,left
Miguel Brito,miguel britos,96.0,189.0,left
Victor Ruiz,vactor ruiz,90.9090909090909,184.0,left
Mario Alvarez,,0.0,,
Damia,damiano franco,90.0,185.0,right
Javi Venta,,0.0,,
Gregory Arnolin,,0.0,,
Gurpegi,,0.0,,
Mikel Aranburu,,0.0,,
Nelson,ben nelson,90.0,193.0,
Jordi Codina,jordi codina,100.0,189.0,right
Andoni Iraola,andoni iraola,100.0,182.0,right
Mehmet Topal,mehmet topal,100.0,187.0,right
Luis Alberto,luis alberto,100.0,183.0,right
Angel Lafita,angel lafita,100.0,188.0,right
Jordi Alba,jordi alba,100.0,170.0,left
Bruno,bruno,100.0,197.0,right
Felipe Caicedo,felipe caicedo,100.0,183.0,left
Pablo Pinillos,pablo,90.0,188.0,right
Giovani dos Santos,giovani dos santos,100.0,175.0,left
Hernan Dario Bernardello,bernard,90.0,164.0,right
Rafa,rafa,100.0,177.0,right
Mikel Gonzalez,mikel gonza!lez,96.55172413793103,190.0,right
Vadim Demidov,vadim demidov,100.0,,
Luis Perea,luis perea,100.0,191.0,right
Antonio Tomas,antonio toma!s,96.2962962962963,179.0,right
Aitor Ocio,,0.0,,
Antonio Lopez,,0.0,,
Javi Lopez,,0.0,,
Marcos Senna,marcos,90.0,182.0,right
Toni Doblas,toni doblas,100.0,184.0,right
Mateo Musacchio,mateo musacchio,100.0,182.0,right
Noe Pamarot,,0.0,,
Sergio Ballesteros,sergio ballesteros,100.0,188.0,right
Michel Macedo,michel macedo,100.0,177.0,right
Modeste M'Bami,,0.0,,
Michael Pereira,michael,90.0,186.0,right
Ruben Martinez,,0.0,,
Juanito,juanito,100.0,187.0,right
Alberto de la Bella,alberto de la bella,100.0,182.0,left
Juan Rodriguez,juan rodraguez,92.85714285714286,185.0,right
Nelson Haedo Valdez,nelson valdez,95.0,179.0,right
Abraham Paz,,0.0,,
Manu del Moral,manu del moral,100.0,185.0,right
Manuel Fernandes,manuel fernandes,100.0,176.0,right
Manu,manu kona(c),90.0,185.0,right
Gonzalo Castro,gonzalo castro,100.0,172.0,right
Hedwiges Maduro,hedwiges maduro,100.0,188.0,right
Alexandros Tziolis,alexandros tziolis,100.0,190.0,right
Julien Escude,,0.0,,
Ezequiel Garay,ezequiel garay,100.0,188.0,right
Alvaro Gonzalez,alvaro gonza!lez,96.7741935483871,176.0,right
Baltasar Rigo,,0.0,,
Andres Guardado,,0.0,,
David Zurutuza,david zurutuza,100.0,186.0,right
Gustavo Munua,gustavo,90.0,188.0,right
Mouhamadou Dabo,mouhamadou dabo,100.0,176.0,right
Kris Stadsgaard,kris stadsgaard,100.0,185.0,right
Pedro Munitis,,0.0,,
Joan Verdu,,0.0,,
Emilio Nsue,emilio nsue,100.0,181.0,right
Kalu Uche,kalu uche,100.0,180.0,right
Dani Estrada,dani estrada,100.0,179.0,right
Kike Sola,kike sola,100.0,184.0,right
Nano,nano,100.0,187.0,left
Valdo,valdo,100.0,184.0,right
Alberto Botia,alberto botaa,92.3076923076923,188.0,right
Joseba Llorente,joseba llorente,100.0,185.0,right
Sofiane Feghouli,sofiane feghouli,100.0,177.0,right
Jonas,jonas,100.0,182.0,right
Diego Lopez,diego lopes,90.9090909090909,171.0,both
Carlos Diogo,carlos diogo,100.0,186.0,right
Pablo Orbaiz,pablo orbaiz,100.0,179.0,right
Matteo Contini,matteo contini,100.0,184.0,left
Claudio Morel Rodriguez,,0.0,,
Sebastian Fernandez,sebastia!n ferna!ndez,95.0,171.0,right
Juan Valera,juan valera,100.0,184.0,right
Xavi Torres,xavi torres,100.0,179.0,right
Carlos Garcia,carlos garcaa,92.3076923076923,185.0,left
Mehdi Lacen,mehdi lacen,100.0,176.0,left
Tiberio Guarente,tiberio guarente,100.0,182.0,left
Antonio Adan,antonio ada!n,96.0,190.0,left
Oscar Ustari,ascar ustari,91.66666666666666,183.0,right
Juan Pablo,pablo,90.0,188.0,right
Romaric,romaric,100.0,187.0,left
Mario Suarez,mario sua!rez,96.0,189.0,right
Michael Jakobsen,michael jakobsen,100.0,185.0,left
Ruben Gonzalez,,0.0,,
Jose Nunes,,0.0,,
Alvaro Dominguez,alvaro domanguez,93.75,,
Raul Garcia,garcia,90.0,175.0,right
German Lux,germa!n lux,95.23809523809523,185.0,right
Ion Ansotegi,ion ansotegi,100.0,192.0,right
Diego Seoane,diego seoane,100.0,181.0,right
Unai Alba,,0.0,,
Domingo Cisma,domingo cisma,100.0,184.0,left
Mane,jovan manev,90.0,185.0,right
Recio,recio,100.0,183.0,right
Sergio Tejera,sergio tejera,100.0,180.0,left
Jon Aurtenetxe,jon aurtenetxe,100.0,183.0,left
Gorka Iraizoz,gorka iraizoz,100.0,191.0,right
David Barral,david barral,100.0,180.0,right
Enrique Corrales,,0.0,,
Angel Dealbert,angel dealbert,100.0,185.0,right
Tiago Gomes,tiago gomes,100.0,177.0,left
Aranda,ascar aranda,90.0,181.0,right
Juan Carlos Valeron,juan carlos valera3n,92.3076923076923,186.0,right
Dudu Aouate,dudu aouate,100.0,188.0,
Ernesto Galan,ernesto gala!n,96.2962962962963,181.0,right
Esteban,esteban,100.0,177.0,both
Alexis Ruano,alexis ruano,100.0,183.0,right
Diego Forlan,diego,90.0,173.0,right
Miguel Flano,miguel,90.0,174.0,right
Nacho,nacho,100.0,174.0,left
Pape Diop,pape diop,100.0,180.0,right
Mikel Balenziaga,mikel balenziaga,100.0,177.0,left
Tomas Ujfalusi,tomas ujfalusi,100.0,,
David Garcia,david garcaa,91.66666666666666,183.0,right
Kiko Femenia,kiko femenaa,91.66666666666666,174.0,right
Castro,castro,100.0,183.0,right
Asier Illarramendi,asier illarramendi,100.0,179.0,right
Aythami Artiles,aythami artiles,100.0,185.0,right
David Albelda,david albelda,100.0,182.0,right
Marcelo Silva,marcelo silva,100.0,185.0,right
Miguel Torres,miguel torres,100.0,184.0,right
Javi Chica,javi chica,100.0,175.0,right
Ignacio Camacho,ignacio camacho,100.0,182.0,right
Juan Forlin,juan forlan,90.9090909090909,180.0,right
Jonathan Urretaviscaya,jonathan urretaviscaya,100.0,172.0,right
Joao Victor,joaPSo victor,91.66666666666666,183.0,right
David Navarro,david navarro,100.0,188.0,right
Sebastian Eguren,,0.0,,
Gabriel Milito,gabriel,90.0,194.0,right
Riki,riki,100.0,187.0,left
Jose Carlos Fernandez,,0.0,,
Leo Franco,leo franco,100.0,,
Juanra,juan,90.0,177.0,right
Xabier Castillo,xabier castillo,100.0,185.0,left
Juanma Ortiz,juanma ortiz,100.0,179.0,right
Markel Susaeta,markel susaeta,100.0,179.0,right
Iker Casillas,iker casillas,100.0,182.0,left
Carmelo,,0.0,,
Maurizio Lanzaro,maurizio lanzaro,100.0,183.0,right
Esteban Granero,esteban granero,100.0,180.0,right
Catala,,0.0,,
Renato,renato,100.0,183.0,right
Albert Crusat,albert crusat,100.0,160.0,left
Santiago Acasiete,,0.0,,
Raul Albiol,,0.0,,
Ayoze Diaz,ayoze daaz,90.0,175.0,left
Quincy Owusu-Abeyie,quincy owusu-abeyie,100.0,182.0,right
Jordi Amat,jordi amat,100.0,185.0,right
Miku,bozo mikulic,90.0,197.0,left
Igor Gabilondo,,0.0,,
Ruben Suarez,,0.0,,
Tote,,0.0,,
Jefferson Montero,jefferson montero,100.0,170.0,right
Lolo,lolo,100.0,182.0,right
Vicente,vicente,100.0,163.0,right
Markus Rosenberg,markus rosenberg,100.0,,
Andres Palop,,0.0,,
Mikel Labaka,mikel labaka,100.0,185.0,right
Sergio Asenjo,sergio asenjo,100.0,189.0,right
Pinto,pierluigi pinto,90.0,187.0,left
Miguel Pallardo,miguel pallarda3,90.32258064516128,174.0,right
Rafael Sastre,,0.0,,
Leonardo Ulloa,leonardo ulloa,100.0,188.0,right
Adrian Lopez,,0.0,,
Said Boutahar,,0.0,,
Josetxo,,0.0,,
Nicolas Bertolo,nicola!s bertolo,96.7741935483871,180.0,right
Julian Luque,julia!n luque,96.0,176.0,right
Seydou Keita,seydou keita,100.0,183.0,left
Matias Fritzler,mataas fritzler,93.33333333333333,179.0,right
Sergio,sergio bermejo,90.0,170.0,left
Corona,coronas,92.3076923076923,178.0,right
Bojan,momodou bojang,90.0,182.0,right
Ikechukwu Uche,ikechukwu uche,100.0,174.0,right
Koke,koke,100.0,176.0,right
David Trezeguet,,0.0,,
Raul Baena,,0.0,,
Diego Costa,diego costa,100.0,186.0,right
Osmar,,0.0,,
Saul,,0.0,,
Elias,elias,100.0,173.0,right
Jorge Pulido,jorge pulido,100.0,186.0,right
Manolo Gaspar,,0.0,,
Jeffren Suarez,,0.0,,
Mikel San Jose,,0.0,,
Fernando Amorebieta,fernando amorebieta,100.0,191.0,left
Raul Rodriguez,,0.0,,
Walter Pandiani,,0.0,,
Cristan Robert Pulhac,robert,90.0,174.0,right
Victor Casadesus,victor,90.0,178.0,right
Lassad,,0.0,,
Galatto,,0.0,,
David Rochela,,0.0,,
Lillo,anas aalillou,90.0,178.0,left
Adrian Gonzalez,adria!n gonza!lez,93.75,184.0,left
Patrick Mtiliga,patrick mtiliga,100.0,171.0,left
Paulo Assuncao,,0.0,,
Aldo Duscher,,0.0,,
Adrian Colunga,adria!n colunga,96.55172413793103,172.0,right
Ariel Nahuelpan,,0.0,,
Laure,laure,100.0,171.0,right
Didier Zokora,didier zokora,100.0,180.0,right
Fabian Vargas,,0.0,,
Rafael Jorda,rafael,90.0,172.0,right
Fernando Soriano,fernando soriano,100.0,189.0,right
Diego Capel,diego capel,100.0,173.0,left
Cristhian Stuani,cristhian stuani,100.0,184.0,right
Fernando Gago,fernando gago,100.0,177.0,right
