name,matched_name,match_score,height,preferred_foot
Ola Aina,ola aina,100.0,184.0,right
Danilo D'Ambrosio,danilo d'ambrosio,100.0,180.0,right
Sofyan Amrabat,sofyan amrabat,100.0,185.0,right
Karol Linetty,karol linetty,100.0,175.0,right
Bruno Peres,bruno peres,100.0,178.0,right
Cristiano Biraghi,cristiano biraghi,100.0,185.0,left
Ernesto Torregrossa,ernesto torregrossa,100.0,184.0,left
Mattia Bani,mattia bani,100.0,188.0,right
Alessandro Bastoni,alessandro bastoni,100.0,190.0,left
Giorgio Chiellini,giorgio chiellini,100.0,187.0,left
Luiz Felipe,luiz felipe,100.0,187.0,right
Adama Soumaoro,adama soumaoro,100.0,187.0,right
Luca Ceppitelli,luca ceppitelli,100.0,186.0,both
Jasmin Kurtic,jasmin kurtic,100.0,186.0,right
Alfred Duncan,alfred duncan,100.0,178.0,left
Douglas Costa,douglas costa,100.0,172.0,left
Rogerio,eri,90.0,178.0,right
Armando Izzo,armando izzo,100.0,183.0,right
Jose Callejon,,0.0,,
Franck Kessie,,0.0,,
Stefano Sabelli,stefano sabelli,100.0,176.0,right
Koray Gunter,,0.0,,
Nikola Milenkovic,nikola milenkovia,94.11764705882352,195.0,right
Samir Handanovic,samir handanovic,100.0,193.0,right
Jordan Veretout,jordan veretout,100.0,177.0,right
Matteo Pessina,matteo pessina,100.0,187.0,left
Omar Colley,omar colley,100.0,191.0,left
Mattia Caldara,mattia caldara,100.0,187.0,right
Luca Cigarini,luca cigarini,100.0,175.0,right
Justin Kluivert,justin kluivert,100.0,172.0,both
Mattia De Sciglio,mattia de sciglio,100.0,183.0,right
Gabriel Vasconcelos,gabriel,90.0,194.0,right
Mattia Valoti,mattia valoti,100.0,187.0,right
Carles Perez,,0.0,,
Stefano Okaka,stefano okaka,100.0,186.0,right
Andrea Consigli,andrea consigli,100.0,189.0,right
Maya Yoshida,maya yoshida,100.0,189.0,right
Kalidou Koulibaly,kalidou koulibaly,100.0,186.0,right
Giovanni Simeone,giovanni simeone,100.0,180.0,right
Antonio Sanabria,antonio sanabria,100.0,180.0,right
Rafael Leao,rafael leaPSo,91.66666666666666,188.0,right
Timothy Castagne,timothy castagne,100.0,185.0,right
Fabio Borini,fabio borini,100.0,180.0,right
Mario Balotelli,mario balotelli,100.0,189.0,right
Giacomo Bonaventura,giacomo bonaventura,100.0,180.0,right
Kostas Manolas,,0.0,,
Amadou Diawara,amadou diawara,100.0,183.0,right
Dimitri Bisoli,dimitri bisoli,100.0,180.0,right
Nicola Sansone,nicola sansone,100.0,174.0,right
Ibanez,,0.0,,
Victor Moses,victor moses,100.0,177.0,right
Leonardo Bonucci,leonardo bonucci,100.0,189.0,right
Kevin Agudelo,kevin agudelo,100.0,178.0,left
Adam Marusic,adam marusic,100.0,185.0,right
Elseid Hysaj,elseid hysaj,100.0,182.0,right
Bartlomiej Dragowski,bartlomiej dragowski,100.0,191.0,right
Bram Nuytinck,bram nuytinck,100.0,191.0,left
Paolo Farago,,0.0,,
Albin Ekdal,albin ekdal,100.0,186.0,right
Diego Perotti,diego perotti,100.0,179.0,right
Felipe Caicedo,felipe caicedo,100.0,183.0,left
Matias Vecino,mataas vecino,92.3076923076923,187.0,right
Leonardo Spinazzola,leonardo spinazzola,100.0,186.0,right
Soualiho Meite,,0.0,,
Gervinho,gervinho,100.0,179.0,right
Alfred Duncan,alfred duncan,100.0,178.0,left
Nicolas Nkoulou,nicolas n'koulou,96.7741935483871,184.0,right
Davide Biraschi,davide biraschi,100.0,182.0,right
Rolando Mandragora,rolando mandragora,100.0,183.0,left
Dalbert,dalbert,100.0,181.0,left
Simone Zaza,simone zaza,100.0,186.0,left
Hans Hateboer,hans hateboer,100.0,187.0,right
Federico Mattiello,federico mattiello,100.0,184.0,right
Allan,allan,100.0,175.0,right
Christian Kouame,chris,90.0,,
Gregoire Defrel,,0.0,,
Nehuen Paz,,0.0,,
Danilo,danilo,100.0,185.0,right
Morten Thorsby,morten thorsby,100.0,188.0,right
Rodrigo Becao,rodrigo becaPSo,92.85714285714286,191.0,right
Simone Missiroli,simone missiroli,100.0,191.0,right
Lukasz Skorupski,lukasz skorupski,100.0,188.0,right
Nahitan Nandez,nahitan na!ndez,96.55172413793103,172.0,right
Simon Kjaer,simon kja|r,90.9090909090909,191.0,right
Matteo Gabbia,matteo gabbia,100.0,185.0,right
Nikola Kalinic,nikola kalinic,100.0,187.0,both
Federico Fazio,federico fazio,100.0,195.0,right
Cristian Zapata,cristia!n zapata,96.7741935483871,187.0,right
Mert Muldur,,0.0,,
Milan Badelj,milan badelj,100.0,186.0,right
Aaron Ramsey,aaron ramsey,100.0,178.0,right
Tommaso Augello,tommaso augello,100.0,180.0,left
Vlad Chiriches,vlad chiriches,100.0,184.0,right
Marco Mancosu,marco mancosu,100.0,177.0,right
Federico Bonazzoli,federico bonazzoli,100.0,185.0,left
Sebastian Walukiewicz,sebastian walukiewicz,100.0,188.0,right
Giulio Donati,giulio donati,100.0,178.0,right
Iago Falque,iago falque,100.0,174.0,left
Davide Calabria,davide calabria,100.0,176.0,right
Jhon Chancellor,jhon chancellor,100.0,194.0,right
Marco Sportiello,marco sportiello,100.0,192.0,right
Marlon Santos,marlon,90.0,182.0,right
Emiliano Rigoni,emiliano rigoni,100.0,180.0,both
Gonzalo Maroni,gonzalo maroni,100.0,170.0,right
Ricardo Rodriguez,ricardo rodraguez,94.11764705882352,182.0,left
Milan Skriniar,ilan,90.0,183.0,right
Christian Eriksen,christian eriksen,100.0,182.0,right
Antonin Barak,,0.0,,
Sebastien De Maio,sebastien de maio,100.0,190.0,right
Thiago Cionek,thiago cionek,100.0,183.0,right
Andrea Poli,andrea poli,100.0,182.0,right
Alex Ferrari,alex ferrari,100.0,191.0,right
Julian Chabot,,0.0,,
Pol Lirola,pol lirola,100.0,183.0,right
Kevin Lasagna,kevin lasagna,100.0,186.0,left
Hamed Traore,,0.0,,
Pau Lopez,,0.0,,
Pedro Obiang,pedro obiang,100.0,186.0,right
Gaston Brugman,,0.0,,
David Ospina,david ospina,100.0,183.0,right
Stephane Singo,,0.0,,
Gianluca Caprari,gianluca caprari,100.0,171.0,right
Samir,sammir,90.9090909090909,178.0,right
Andrea Conti,andrea conti,100.0,184.0,right
Matteo Darmian,matteo darmian,100.0,183.0,right
Alessandro Florenzi,alessandro florenzi,100.0,173.0,right
Emil Audero,emil audero,100.0,192.0,right
Martin Caceres,,0.0,,
Kevin Bonifazi,kevin bonifazi,100.0,187.0,right
Stanislav Lobotka,stanislav lobotka,100.0,168.0,right
Javier Pastore,javier pastore,100.0,187.0,right
Manuel Lazzari,manuel lazzari,100.0,174.0,right
Bruno Alves,bruno alves,100.0,189.0,right
Walace,walace,100.0,188.0,right
Andrea Pinamonti,andrea pinamonti,100.0,185.0,right
Gary Medel,gary medel,100.0,171.0,right
Mirko Valdifiori,mirko valdifiori,100.0,185.0,right
Charalampos Lykogiannis,charalampos lykogiannis,100.0,191.0,left
Andrea Masiello,andrea masiello,100.0,184.0,right
Danilo,danilo,100.0,185.0,right
Marco Parolo,marco parolo,100.0,184.0,right
Jens Stryger Larsen,jens stryger larsen,100.0,182.0,right
Rachid Ghezzal,rachid ghezzal,100.0,182.0,left
Patric,patric,100.0,184.0,right
Pierluigi Gollini,pierluigi gollini,100.0,194.0,right
Borja Valero,borja valero,100.0,175.0,right
Mateo Musacchio,mateo musacchio,100.0,182.0,right
Kastriot Dermaku,kastriot dermaku,100.0,194.0,right
Jacopo Petriccione,jacopo petriccione,100.0,176.0,right
Luca Pellegrini,luca pellegrini,100.0,178.0,left
Andrea Tabanelli,andrea tabanelli,100.0,192.0,right
Blerim Dzemaili,blerim dzemaili,100.0,180.0,right
Bartosz Bereszynski,bartosz bereszyaski,94.73684210526316,183.0,right
Alan Empereur,alan empereur,100.0,186.0,left
Fabio Depaoli,fabio depaoli,100.0,182.0,right
Andrea Cistana,andrea cistana,100.0,185.0,right
Ionut Radu,,0.0,,
Gian Marco Ferrari,gian marco ferrari,100.0,189.0,left
Simone Iacoponi,simone iacoponi,100.0,180.0,right
Alessandro Deiola,alessandro deiola,100.0,190.0,right
Lucas Paqueta,lucas paqueta!,96.2962962962963,180.0,left
Jeremy Toljan,jeremy toljan,100.0,182.0,right
Valentino Lazaro,valentino lazaro,100.0,181.0,right
Blaise Matuidi,blaise matuidi,100.0,175.0,left
William Troost-Ekong,william troost-ekong,100.0,191.0,right
Bryan Cristante,bryan cristante,100.0,186.0,right
Igor Julio,,0.0,,
Cristian Dell'Orco,cristian dell'orco,100.0,183.0,left
Alberto Cerri,alberto cerri,100.0,194.0,right
Jakub Jankto,jakub jankto,100.0,184.0,left
Panagiotis Tachtsidis,panagiotis tachtsidis,100.0,191.0,left
Federico Bernardeschi,federico bernardeschi,100.0,183.0,left
Hirving Lozano,hirving lozano,100.0,175.0,right
Samuel Di Carmine,samuel di carmine,100.0,187.0,right
Marco Calderoni,marco calderoni,100.0,183.0,left
Christian Oliva,christian oliva,100.0,178.0,right
Marco D'Alessandro,marco d'alessandro,100.0,173.0,right
Antonino Barilla,antonino barilla,100.0,180.0,left
Mato Jajalo,mato jajalo,100.0,182.0,right
Filippo Romagna,filippo romagna,100.0,186.0,right
Vincent Laurini,vincent laurini,100.0,173.0,right
Krzysztof Piatek,krzysztof piatek,100.0,183.0,right
Lyanco,lyanco,100.0,187.0,right
Faouzi Ghoulam,faouzi ghoulam,100.0,184.0,left
Mattia Perin,mattia perin,100.0,188.0,right
Valerio Verre,valerio verre,100.0,181.0,both
Ivan Radovanovic,ivan radovanovic,100.0,187.0,right
Francesco Magnanelli,francesco magnanelli,100.0,181.0,right
Alessandro Tripaldelli,alessandro tripaldelli,100.0,182.0,left
Lorenzo Venuti,lorenzo venuti,100.0,179.0,right
Patrick Cutrone,patrick cutrone,100.0,183.0,right
Jerdy Schouten,jerdy schouten,100.0,185.0,right
Marko Pajac,marko pajac,100.0,185.0,left
Andrea La Mantia,andrea la mantia,100.0,190.0,right
Giorgos Kyriakopoulos,georgios kyriakopoulos,93.02325581395348,191.0,left
Goran Pandev,goran pandev,100.0,184.0,left
Ronaldo Vieira,ronaldo vieira,100.0,178.0,right
Gianluigi Buffon,gianluigi buffon,100.0,192.0,right
Arkadiusz Reca,arkadiusz reca,100.0,187.0,left
Lukas Haraslin,lukas haraslin,100.0,182.0,right
Fabio Pisacane,fabio pisacane,100.0,178.0,right
Ladislav Krejci I,ladislav krejci,95.0,179.0,left
Alexis Saelemaekers,alexis saelemaekers,100.0,180.0,right
Khouma Babacar,khouma babacar,100.0,185.0,right
Igor Julio,,0.0,,
Andrea Masiello,andrea masiello,100.0,184.0,right
Diego Farias,diego farias,100.0,172.0,right
Fabrizio Cacciatore,fabrizio cacciatore,100.0,182.0,right
Enrico Alfonso,enrico alfonso,100.0,191.0,right
Riccardo Ladinetti,riccardo ladinetti,100.0,182.0,right
Gabriele Corbo,gabriele corbo,100.0,186.0,right
Koffi Djidji,koffi djidji,100.0,184.0,right
Dusan Vlahovic,,0.0,,
Fernando Llorente,fernando llorente,100.0,195.0,right
Pepe Reina,pepe reina,100.0,188.0,right
Ibrahima Mbaye,ibrahima mbaye,100.0,188.0,right
Vasco Regini,vasco regini,100.0,185.0,left
Gabriel Strefezza,gabriel strefezza,100.0,168.0,right
Federico Dimarco,federico dimarco,100.0,175.0,left
Lorenzo De Silvestri,lorenzo de silvestri,100.0,187.0,right
Nicolas Dominguez,nicola!s domanguez,91.42857142857143,179.0,right
Sami Khedira,sami khedira,100.0,189.0,right
Ales Mateju,ales mateju,100.0,185.0,right
Lukas Lerager,lukas lerager,100.0,188.0,right
Filip Jagiello,filip jagiello,100.0,179.0,right
Stefano Denswil,stefano denswil,100.0,188.0,left
Lucas Castro,lucas castro,100.0,182.0,right
Marco Benassi,marco benassi,100.0,184.0,right
Danilo Cataldi,danilo cataldi,100.0,180.0,right
Luca Rossettini,luca rossettini,100.0,187.0,right
Zan Majer,zan majer,100.0,180.0,right
Lucas Castro,lucas castro,100.0,182.0,right
Mehdi Bourabia,mehdi bourabia,100.0,183.0,right
Mehdi Leris,,0.0,,
Romulo,romulo togni,90.0,183.0,both
Valentin Eysseric,valentin eysseric,100.0,181.0,right
Rade Krunic,rade krunic,100.0,184.0,right
Federico Ceccherini,federico ceccherini,100.0,187.0,right
Daniele Rugani,daniele rugani,100.0,190.0,right
Paolo Ghiglione,paolo ghiglione,100.0,191.0,right
Yevhen Shakhov,yevgen shakhov,92.85714285714286,189.0,right
Valon Behrami,valon behrami,100.0,184.0,right
Eljif Elmas,eljif elmas,100.0,184.0,right
Federico Di Francesco,federico di francesco,100.0,171.0,right
Nicholas Opoku,nicholas opoku,100.0,190.0,right
Francesco Vicari,francesco vicari,100.0,190.0,right
Nehuen Paz,,0.0,,
Jony,jony,100.0,179.0,left
Musa Juwara,musa juwara,100.0,170.0,left
Ragnar Klavan,ragnar klavan,100.0,187.0,left
Yann Karamoh,yann karamoh,100.0,184.0,right
Alessandro Murgia,alessandro murgia,100.0,185.0,right
Federico Peluso,federico peluso,100.0,188.0,left
Giacomo Raspadori,giacomo raspadori,100.0,172.0,right
Biagio Meccariello,biagio meccariello,100.0,187.0,right
Ignacio Pussetto,ignacio pussetto,100.0,180.0,right
Musa Barrow,musa barrow,100.0,184.0,right
Alfredo Donnarumma,alfredo donnarumma,100.0,180.0,right
Ilija Nestorovski,ilija nestorovski,100.0,182.0,left
Fabio Lucioni,fabio lucioni,100.0,185.0,left
Bastos,bastos,100.0,180.0,right
Matteo Politano,matteo politano,100.0,171.0,left
Lorenzo Tonelli,lorenzo tonelli,100.0,183.0,right
Bryan Dabo,bryan dabo,100.0,187.0,right
Artur Ionita,artur ionita,100.0,184.0,both
Diego Demme,diego demme,100.0,170.0,right
Andrea Papetti,andrea papetti,100.0,186.0,right
Adrien Tameze,,0.0,,
Pawel Dawidowicz,pawea dawidowicz,93.75,189.0,both
Gianluca Frabotta,gianluca frabotta,100.0,187.0,left
Alex Meret,alex meret,100.0,190.0,left
Ervin Zukanovic,ervin zukanovic,100.0,188.0,left
Andrea Rispoli,andrea rispoli,100.0,188.0,right
Davide Santon,davide santon,100.0,187.0,right
Mattias Svanberg,mattias svanberg,100.0,185.0,right
Leo Duarte,duarte duarte,95.0,176.0,left
Marvin Zeegelaar,marvin zeegelaar,100.0,186.0,left
Nicola Murru,nicola murru,100.0,180.0,left
Kevin-Prince Boateng,kevin-prince boateng,100.0,186.0,right
Emre Can,emre can,100.0,186.0,right
Luca Siligardi,luca siligardi,100.0,180.0,left
Federico Santander,federico santander,100.0,187.0,right
Roberto Inglese,roberto inglese,100.0,186.0,right
Florian Aye,florian mayer,91.66666666666666,190.0,right
Mitchell Dijks,mitchell dijks,100.0,194.0,left
Gonzalo Villar,gonzalo villar,100.0,181.0,right
Davide Zappacosta,davide zappacosta,100.0,182.0,right
Sebastiano Luperto,sebastiano luperto,100.0,191.0,left
Jeison Murillo,jeison murillo,100.0,182.0,right
Jordan Lukaku,jordan lukaku,100.0,180.0,left
Sasa Lukic,,0.0,,
Eddie Salcedo,eddie salcedo,100.0,178.0,right
Nicolo Rovella,,0.0,,
Alberto Grassi,alberto grassi,100.0,183.0,right
Antonio Rosati,antonio rosati,100.0,195.0,right
Lucas Biglia,lucas biglia,100.0,178.0,right
Claud Adjapong,claud adjapong,100.0,180.0,right
Bruno Martella,bruno martella,100.0,184.0,left
Romario Benzar,romario benzar,100.0,180.0,right
Daniele Ragatzu,daniele ragatzu,100.0,172.0,right
Amin Younes,amin younes,100.0,168.0,right
Peter Ankersen,peter ankersen,100.0,180.0,right
Jacopo Sala,jacopo sala,100.0,181.0,right
Bosko Sutalo,bosko sutalo,100.0,188.0,right
Edoardo Goldaniga,edoardo goldaniga,100.0,193.0,right
Alessandro Semprini,alessandro semprini,100.0,183.0,right
Simone Muratore,simone muratore,100.0,186.0,right
Diego Laxalt,diego laxalt,100.0,178.0,left
Simone Edera,simone edera,100.0,174.0,left
Daniele Dessena,daniele dessena,100.0,182.0,right
Andrea Bertolacci,andrea bertolacci,100.0,179.0,left
Hidde ter Avest,hidde ter avest,100.0,182.0,right
Nenad Tomovic,nenad tomovia,92.3076923076923,184.0,right
Riccardo Sottil,riccardo sottil,100.0,180.0,right
Giangiacomo Magnani,giangiacomo magnani,100.0,192.0,right
Sebastiano Esposito,sebastiano esposito,100.0,183.0,right
Edgar Barreto,adgar barreto,92.3076923076923,180.0,right
Giuseppe Pezzella,giuseppe pezzella,100.0,187.0,left
Sergio Floccari,sergio floccari,100.0,180.0,right
Daniel Fuzato,daniel fuzato,100.0,190.0,right
Francesco Cassata,francesco cassata,100.0,183.0,right
Mohamed Fares,mohamed salim fares,95.0,183.0,left
Andrea Favilli,andrea favilli,100.0,191.0,right
Valter Birsa,valter birsa,100.0,184.0,left
Jaromir Zmrhal,jaromir zmrhal,100.0,189.0,left
Mattia Sprocati,mattia sprocati,100.0,178.0,both
Luca Zanimacchia,luca zanimacchia,100.0,178.0,right
Diego Laxalt,diego laxalt,100.0,178.0,left
Andreas Skov Olsen,andreas skov olsen,100.0,187.0,left
Giampaolo Pazzini,giampaolo pazzini,100.0,180.0,right
Alberto Cerri,alberto cerri,100.0,194.0,right
Samir Ujkani,samir ujkani,100.0,186.0,right
Lukasz Teodorczyk,lukasz teodorczyk,100.0,188.0,right
Antonio Barreca,antonio barreca,100.0,180.0,left
Daniele Gastaldello,daniele gastaldello,100.0,187.0,right
Emanuele Ndoj,emanuele ndoj,100.0,189.0,right
Nikolas Spalek,nikolas spalek,100.0,171.0,right
Gianluca Caprari,gianluca caprari,100.0,171.0,right
Denis Vavro,denis vavro,100.0,189.0,right
Giannelli Imbula,giannelli imbula,100.0,186.0,left
Riccardo Saponara,riccardo saponara,100.0,183.0,right
Mattia Destro,mattia destro,100.0,182.0,right
Bartosz Salamon,bartosz salamon,100.0,194.0,right
Bobby Adekanye,bobby adekanye,100.0,175.0,left
Antonin Barak,,0.0,,
Gennaro Tutino,gennaro tutino,100.0,177.0,right
Gaston Pereiro,,0.0,,
Asmir Begovic,asmir begovic,100.0,199.0,right
Birkir Bjarnason,birkir bjarnason,100.0,184.0,right
Brayan Vera,brayan vera,100.0,180.0,left
Massimiliano Mangraviti,massimiliano mangraviti,100.0,188.0,left
Mariusz Stepinski,mariusz stepinski,100.0,183.0,right
Iago Falque,iago falque,100.0,174.0,left
Antonino La Gumina,antonino la gumina,100.0,182.0,right
Felipe,felipe,100.0,188.0,left
Liam Henderson,liam henderson,100.0,183.0,right
Wladimiro Falcone,wladimiro falcone,100.0,195.0,right
Vincenzo Millico,vincenzo millico,100.0,174.0,right
Daniele Padelli,daniele padelli,100.0,191.0,right
Simon Skrabb,simon skrabb,100.0,174.0,right
Mattia Viviani,mattia viviani,100.0,183.0,right
Luca Ranieri,luca ranieri,100.0,187.0,left
Sinan Gumus,,0.0,,
Yildirim Cetin,,0.0,,
Mattia Destro,mattia destro,100.0,182.0,right
Gabriele Moncini,gabriele moncini,100.0,183.0,right
Djavan Anderson,djavan anderson,100.0,178.0,right
Andri Baldursson,andri fannar baldursson,95.0,187.0,right
Rafael,rafael,100.0,172.0,right
Emmanuel Badu,emmanuel badu,100.0,173.0,right
Alberto Paloschi,alberto paloschi,100.0,183.0,right
Karlo Letica,karlo letica,100.0,201.0,right
Andrea Carboni,andrea carboni,100.0,187.0,left
Alberto Paloschi,alberto paloschi,100.0,183.0,right
Georgi Tunjov,georgi tunjov,100.0,186.0,left
Marko Jankovic,marko jankovic,100.0,172.0,left
Giangiacomo Magnani,giangiacomo magnani,100.0,192.0,right
Angelo da Costa,angelo da costa,100.0,186.0,right
Juan Jesus,juan jesus,100.0,185.0,left
Jawad El Yamiq,jawad el yamiq,100.0,193.0,right
Boris Radunovic,boris radunovia,93.33333333333333,194.0,right
Marco Festa,marco festa,100.0,190.0,right
Cristiano Ronaldo,cristiano ronaldo,100.0,187.0,right
Zlatan Ibrahimovic,zlatan ibrahimovia,94.44444444444444,195.0,right
Lorenzo Insigne,lorenzo insigne,100.0,163.0,right
Romelu Lukaku,romelu lukaku,100.0,191.0,left
Domenico Berardi,domenico berardi,100.0,183.0,left
Rodrigo De Paul,rodrigo de paul,100.0,180.0,right
Adam Ounas,adam ounas,100.0,172.0,left
Henrikh Mkhitaryan,henrikh mkhitaryan,100.0,177.0,both
Sergej Milinkovic-Savic,sergej milinkovia-savia,91.30434782608697,191.0,right
Theo Hernandez,theo herna!ndez,96.55172413793103,184.0,left
Papu Gomez,,0.0,,
Hakan Calhanoglu,,0.0,,
Luis Muriel,luis muriel,100.0,180.0,right
Federico Chiesa,federico chiesa,100.0,175.0,right
Andrea Belotti,andrea belotti,100.0,181.0,right
Lorenzo Pellegrini,lorenzo pellegrini,100.0,186.0,right
Junior Messias,junior messias,100.0,174.0,left
Federico Chiesa,federico chiesa,100.0,175.0,right
Rafael,rafael,100.0,172.0,right
Robin Gosens,robin gosens,100.0,183.0,left
Lautaro Martinez,lautaro martanez,93.75,174.0,right
Juan Cuadrado,juan cuadrado,100.0,176.0,right
Ruslan Malinovskyi,ruslan malinovskyi,100.0,181.0,left
Piotr Zielinski,piotr zieliaski,93.33333333333333,180.0,both
Ciro Immobile,ciro immobile,100.0,185.0,right
Franck Kessie,,0.0,,
Cristian Romero,cristian romero,100.0,185.0,right
Giovanni Di Lorenzo,giovanni di lorenzo,100.0,183.0,right
Josip Ilicic,josip ilicic,100.0,190.0,left
Luis Alberto,luis alberto,100.0,183.0,right
Victor Osimhen,victor osimhen,100.0,186.0,right
Manuel Locatelli,manuel locatelli,100.0,185.0,right
Andrea Ranocchia,andrea ranocchia,100.0,195.0,right
Gianluca Pegolo,gianluca pegolo,100.0,183.0,left
Duvan Zapata,duva!n zapata,96.0,188.0,right
Diego Godin,diego godan,90.9090909090909,187.0,right
Davide Calabria,davide calabria,100.0,176.0,right
Marcelo Brozovic,marcelo brozovic,100.0,181.0,both
Danilo,danilo,100.0,185.0,right
Karlo Letica,karlo letica,100.0,201.0,right
Milan Badelj,milan badelj,100.0,186.0,right
Simon Kjaer,simon kja|r,90.9090909090909,191.0,right
Paulo Dybala,paulo dybala,100.0,177.0,left
Joao Pedro,joaPSo pedro,90.9090909090909,174.0,left
Remo Freuler,remo freuler,100.0,180.0,right
Ignacio Pussetto,ignacio pussetto,100.0,180.0,right
Ante Rebic,ante rebia,90.0,185.0,right
Fabian Ruiz,fabia!n ruiz,95.65217391304348,189.0,left
Leonardo Spinazzola,leonardo spinazzola,100.0,186.0,right
Achraf Hakimi,achraf hakimi,100.0,181.0,right
Marten de Roon,marten de roon,100.0,185.0,right
Hirving Lozano,hirving lozano,100.0,175.0,right
Juraj Kucka,juraj kucka,100.0,186.0,right
Fikayo Tomori,fikayo tomori,100.0,185.0,right
Nicolo Barella,,0.0,,
Alex Sandro,alex sandro,100.0,181.0,left
Rodrigo Bentancur,rodrigo bentancur,100.0,187.0,right
Vlad Chiriches,vlad chiriches,100.0,184.0,right
Roberto Soriano,roberto soriano,100.0,182.0,right
Marco Faraoni,,0.0,,
Daniel Fuzato,daniel fuzato,100.0,190.0,right
Alvaro Morata,alvaro morata,100.0,189.0,right
Andrea Consigli,andrea consigli,100.0,189.0,right
Edin Dzeko,,0.0,,
Berat Djimsiti,berat djimsiti,100.0,190.0,right
Omar Colley,omar colley,100.0,191.0,left
Federico Dimarco,federico dimarco,100.0,175.0,left
Dusan Vlahovic,,0.0,,
Adrien Rabiot,adrien rabiot,100.0,191.0,left
Joaquin Correa,joaquan correa,92.85714285714286,188.0,right
Milan Skriniar,ilan,90.0,183.0,right
Gianluca Mancini,gianluca mancini,100.0,190.0,right
Mattia Zaccagni,mattia zaccagni,100.0,177.0,right
Stefan de Vrij,stefan de vrij,100.0,189.0,right
Dries Mertens,dries mertens,100.0,169.0,right
Morten Thorsby,morten thorsby,100.0,188.0,right
Rafael Leao,rafael leaPSo,91.66666666666666,188.0,right
Guglielmo Vicario,guglielmo vicario,100.0,194.0,right
Simone Bastoni,simone bastoni,100.0,181.0,left
Kalidou Koulibaly,kalidou koulibaly,100.0,186.0,right
Bremer,bremer,100.0,188.0,right
Ibanez,,0.0,,
Alessandro Bastoni,alessandro bastoni,100.0,190.0,left
Francesco Acerbi,francesco acerbi,100.0,192.0,left
Antonio Sanabria,antonio sanabria,100.0,180.0,right
Matteo Politano,matteo politano,100.0,171.0,left
Jeremie Boga,,0.0,,
Hans Hateboer,hans hateboer,100.0,187.0,right
Kevin Strootman,kevin strootman,100.0,186.0,left
Stephane Singo,,0.0,,
Pietro Terracciano,pietro terracciano,100.0,193.0,right
Gian Marco Ferrari,gian marco ferrari,100.0,189.0,left
Ionut Radu,,0.0,,
Alberto Paleari,alberto paleari,100.0,193.0,right
Musa Barrow,musa barrow,100.0,184.0,right
Matthijs de Ligt,matthijs de ligt,100.0,189.0,right
Nehuen Paz,,0.0,,
Koray Gunter,,0.0,,
Franck Ribery,,0.0,,
Emil Audero,emil audero,100.0,192.0,right
Elseid Hysaj,elseid hysaj,100.0,182.0,right
Marko Rog,marko rog,100.0,180.0,right
Alessio Cragno,alessio cragno,100.0,184.0,right
Gianluigi Donnarumma,gianluigi donnarumma,100.0,196.0,right
Alexis Sanchez,alexis sa!nchez,96.55172413793103,169.0,right
MBala Nzola,m'bala nzola,95.65217391304348,185.0,left
Antonio Candreva,antonio candreva,100.0,180.0,right
Cristian Zapata,cristia!n zapata,96.7741935483871,187.0,right
Nikola Milenkovic,nikola milenkovia,94.11764705882352,195.0,right
Mattia Perin,mattia perin,100.0,188.0,right
Razvan Marin,razvan marin,100.0,178.0,right
Leo Sena,,0.0,,
Armando Izzo,armando izzo,100.0,183.0,right
Francesco Caputo,francesco caputo,100.0,181.0,right
Diego Demme,diego demme,100.0,170.0,right
Takehiro Tomiyasu,takehiro tomiyasu,100.0,188.0,right
Bram Nuytinck,bram nuytinck,100.0,191.0,left
Davide Zappacosta,davide zappacosta,100.0,182.0,right
Tiemoue Bakayoko,,0.0,,
Stefan Radu,stefan radu,100.0,183.0,left
Aaron Ramsey,aaron ramsey,100.0,178.0,right
Alessio Romagnoli,alessio romagnoli,100.0,185.0,left
Cristian Ansaldi,cristian ansaldi,100.0,181.0,both
Gianluigi Buffon,gianluigi buffon,100.0,192.0,right
David Ospina,david ospina,100.0,183.0,right
Radja Nainggolan,radja nainggolan,100.0,177.0,right
Gianluca Caprari,gianluca caprari,100.0,171.0,right
Yildirim Cetin,,0.0,,
Simy,simy,100.0,198.0,right
Jose Luis Palomino,,0.0,,
Hernani,hernani,100.0,188.0,both
Bartosz Bereszynski,bartosz bereszyaski,94.73684210526316,183.0,right
Diogo Dalot,diogo dalot,100.0,183.0,right
Nahitan Nandez,nahitan na!ndez,96.55172413793103,172.0,right
Riccardo Orsolini,riccardo orsolini,100.0,183.0,left
Filip Djuricic,filip djuricic,100.0,181.0,right
Wojciech Szczesny,wojciech szczesny,100.0,195.0,right
Fabio Quagliarella,fabio quagliarella,100.0,180.0,right
Ismael Bennacer,ismael,90.0,184.0,right
Giacomo Bonaventura,giacomo bonaventura,100.0,180.0,right
Merih Demiral,merih demiral,100.0,190.0,right
Lukasz Skorupski,lukasz skorupski,100.0,188.0,right
Rodrigo Palacio,rodrigo palacio,100.0,176.0,right
Mattia Bani,mattia bani,100.0,188.0,right
Giangiacomo Magnani,giangiacomo magnani,100.0,192.0,right
Yordan Osorio,yordan osorio,100.0,189.0,right
Gaston Brugman,,0.0,,
Gian Marco Crespi,gian marco crespi,100.0,189.0,right
Gianluca Scamacca,gianluca scamacca,100.0,195.0,right
Arkadiusz Reca,arkadiusz reca,100.0,187.0,left
Christian Eriksen,christian eriksen,100.0,182.0,right
